Date,Party Name,Region,Stock ID,Stock Name,Rate,Quantity,Units,Amount
2023-03-12,NextGen Auto,"North ",EVS000842,E-Velo X1,123475,2,Nos,246950
2023-03-12,UrbanEV Wheels,West,EVS000841,ChargeGo Pro,90135,1,Nos,90135
2023-03-12,EcoMotion Pvt Ltd,"North ",EVS000837,SwiftVolt 100,120616,1,Nos,120616
2023-03-12,RideElectric LLP,West,EVS000839,SwiftVolt 100,108263,2,Nos,216526
2023-03-12,RideElectric LLP,East,EVS000838,ChargeGo Pro,89896,2,Nos,179792
2023-03-12,EcoMotion Pvt Ltd,South,EVS000836,E-Velo X1,92445,2,Nos,184890
2023-03-12,RideElectric LLP,West,EVS000846,E-Velo X1,94381,3,Nos,283143
2023-03-13,NextGen Auto,West,EVS000849,ChargeGo Pro,99383,2,Nos,198766
2023-03-13,VoltWay Dealers,"North ",EVS000848,Thunder EV 2.0,107091,3,Nos,321273
2023-03-13,GreenRide Motors,West,EVS000850,EcoZoom Lite,90178,1,Nos,90178
2023-03-13,RideElectric LLP,South,EVS000847,E-Velo X1,85140,1,Nos,85140
2023-03-13,UrbanEV Wheels,"North ",EVS000864,SwiftVolt 100,100921,1,Nos,100921
2023-03-13,VoltWay Dealers,South,EVS000862,EcoZoom Lite,107667,1,Nos,107667
2023-03-13,EcoMotion Pvt Ltd,East,EVS000861,EcoZoom Lite,104665,2,Nos,209330
2023-03-13,GreenRide Motors,West,EVS000860,SwiftVolt 100,112324,1,Nos,112324
2023-03-13,VoltWay Dealers,South,EVS000859,EcoZoom Lite,123055,2,Nos,246110
2023-03-13,GreenRide Motors,"North ",EVS000858,EcoZoom Lite,100669,2,Nos,201338
2023-03-13,GreenRide Motors,South,EVS000857,EcoZoom Lite,118553,2,Nos,237106
2023-03-13,GreenRide Motors,"North ",EVS000856,SwiftVolt 100,105634,3,Nos,316902
2023-03-13,NextGen Auto,South,EVS000855,E-Velo X1,127062,2,Nos,254124
2023-03-13,UrbanEV Wheels,East,EVS000854,EcoZoom Lite,92729,1,Nos,92729
2023-03-13,GreenRide Motors,"North ",EVS000853,Thunder EV 2.0,92026,2,Nos,184052
2023-03-13,VoltWay Dealers,West,EVS000863,Thunder EV 2.0,119093,3,Nos,357279
2023-03-13,EcoMotion Pvt Ltd,East,EVS000852,SwiftVolt 100,107674,2,Nos,215348
2023-03-13,RideElectric LLP,"North ",EVS000851,ChargeGo Pro,110833,2,Nos,221666
2023-03-14,VoltWay Dealers,"North ",EVS000872,ChargeGo Pro,121745,3,Nos,365235
2023-03-14,UrbanEV Wheels,South,EVS000866,SwiftVolt 100,99288,3,Nos,297864
2023-03-14,RideElectric LLP,West,EVS000865,SwiftVolt 100,106777,1,Nos,106777
2023-03-14,NextGen Auto,East,EVS000870,ChargeGo Pro,92362,2,Nos,184724
2023-03-14,VoltWay Dealers,"North ",EVS000876,ChargeGo Pro,128228,2,Nos,256456
2023-03-14,GreenRide Motors,South,EVS000869,E-Velo X1,106505,2,Nos,213010
2023-03-14,GreenRide Motors,West,EVS000875,ChargeGo Pro,85041,1,Nos,85041
2023-03-14,RideElectric LLP,"North ",EVS000874,Thunder EV 2.0,85506,1,Nos,85506
2023-03-14,UrbanEV Wheels,East,EVS000873,SwiftVolt 100,129065,1,Nos,129065
2023-03-14,EcoMotion Pvt Ltd,West,EVS000868,E-Velo X1,113388,3,Nos,340164
2023-03-14,EcoMotion Pvt Ltd,East,EVS000871,Thunder EV 2.0,122111,1,Nos,122111
2023-03-14,UrbanEV Wheels,West,EVS000867,Thunder EV 2.0,86273,3,Nos,258819
2023-03-15,GreenRide Motors,"North ",EVS000879,SwiftVolt 100,123013,3,Nos,369039
2023-03-15,GreenRide Motors,South,EVS000878,ChargeGo Pro,87622,2,Nos,175244
2023-03-15,UrbanEV Wheels,West,EVS000880,EcoZoom Lite,117336,1,Nos,117336
2023-03-15,RideElectric LLP,"North ",EVS000877,SwiftVolt 100,128699,3,Nos,386097
2023-03-15,RideElectric LLP,"North ",EVS000888,EcoZoom Lite,98103,3,Nos,294309
2023-03-15,GreenRide Motors,"North ",EVS000882,ChargeGo Pro,109131,2,Nos,218262
2023-03-15,RideElectric LLP,"North ",EVS000881,E-Velo X1,123517,1,Nos,123517
2023-03-15,EcoMotion Pvt Ltd,South,EVS000887,SwiftVolt 100,128624,3,Nos,385872
2023-03-15,NextGen Auto,"North ",EVS000886,EcoZoom Lite,94541,3,Nos,283623
2023-03-15,UrbanEV Wheels,"North ",EVS000885,ChargeGo Pro,100743,1,Nos,100743
2023-03-15,UrbanEV Wheels,"North ",EVS000884,EcoZoom Lite,115534,2,Nos,231068
2023-03-15,GreenRide Motors,East,EVS000883,EcoZoom Lite,88277,3,Nos,264831
2023-03-16,RideElectric LLP,South,EVS000896,SwiftVolt 100,124008,2,Nos,248016
2023-03-16,GreenRide Motors,South,EVS000890,E-Velo X1,85051,3,Nos,255153
2023-03-16,VoltWay Dealers,West,EVS000897,SwiftVolt 100,95243,1,Nos,95243
2023-03-16,NextGen Auto,South,EVS000889,Thunder EV 2.0,128753,3,Nos,386259
2023-03-16,NextGen Auto,South,EVS000904,EcoZoom Lite,92632,3,Nos,277896
2023-03-16,GreenRide Motors,"North ",EVS000899,SwiftVolt 100,108448,2,Nos,216896
2023-03-16,UrbanEV Wheels,South,EVS000898,EcoZoom Lite,122231,1,Nos,122231
2023-03-16,GreenRide Motors,South,EVS000903,EcoZoom Lite,95133,2,Nos,190266
2023-03-16,VoltWay Dealers,South,EVS000902,SwiftVolt 100,96991,3,Nos,290973
2023-03-16,RideElectric LLP,West,EVS000901,ChargeGo Pro,116385,3,Nos,349155
2023-03-16,UrbanEV Wheels,"North ",EVS000900,ChargeGo Pro,86621,3,Nos,259863
2023-03-16,RideElectric LLP,South,EVS000895,Thunder EV 2.0,123365,3,Nos,370095
2023-03-16,UrbanEV Wheels,East,EVS000894,SwiftVolt 100,111373,3,Nos,334119
2023-03-16,RideElectric LLP,"North ",EVS000893,E-Velo X1,127116,1,Nos,127116
2023-03-16,NextGen Auto,South,EVS000892,E-Velo X1,107872,1,Nos,107872
2023-03-16,RideElectric LLP,West,EVS000891,SwiftVolt 100,85060,2,Nos,170120
2023-03-17,RideElectric LLP,East,EVS000905,Thunder EV 2.0,119190,1,Nos,119190
2023-03-17,RideElectric LLP,"North ",EVS000906,EcoZoom Lite,97623,1,Nos,97623
2023-03-17,VoltWay Dealers,South,EVS000909,EcoZoom Lite,95099,3,Nos,285297
2023-03-17,NextGen Auto,West,EVS000908,Thunder EV 2.0,120601,3,Nos,361803
2023-03-17,NextGen Auto,South,EVS000907,EcoZoom Lite,98218,3,Nos,294654
2023-03-17,EcoMotion Pvt Ltd,"North ",EVS000916,E-Velo X1,122579,2,Nos,245158
2023-03-17,EcoMotion Pvt Ltd,South,EVS000917,ChargeGo Pro,112651,1,Nos,112651
2023-03-17,EcoMotion Pvt Ltd,West,EVS000913,ChargeGo Pro,108725,1,Nos,108725
2023-03-17,NextGen Auto,East,EVS000915,SwiftVolt 100,98899,3,Nos,296697
2023-03-17,NextGen Auto,West,EVS000914,Thunder EV 2.0,103012,3,Nos,309036
2023-03-17,NextGen Auto,East,EVS000912,ChargeGo Pro,98489,3,Nos,295467
2023-03-17,EcoMotion Pvt Ltd,South,EVS000911,SwiftVolt 100,112095,2,Nos,224190
2023-03-17,EcoMotion Pvt Ltd,East,EVS000910,SwiftVolt 100,122654,3,Nos,367962
2023-03-17,UrbanEV Wheels,South,EVS000918,SwiftVolt 100,117571,2,Nos,235142
2023-03-18,UrbanEV Wheels,"North ",EVS000919,EcoZoom Lite,98217,2,Nos,196434
2023-03-18,GreenRide Motors,East,EVS000922,SwiftVolt 100,88243,1,Nos,88243
2023-03-18,RideElectric LLP,East,EVS000921,Thunder EV 2.0,95135,2,Nos,190270
2023-03-18,VoltWay Dealers,West,EVS000920,E-Velo X1,109276,1,Nos,109276
2023-03-18,RideElectric LLP,South,EVS000930,Thunder EV 2.0,99458,3,Nos,298374
2023-03-18,EcoMotion Pvt Ltd,South,EVS000933,E-Velo X1,108549,2,Nos,217098
2023-03-18,RideElectric LLP,East,EVS000929,E-Velo X1,98946,2,Nos,197892
2023-03-18,GreenRide Motors,"North ",EVS000931,E-Velo X1,98534,3,Nos,295602
2023-03-18,EcoMotion Pvt Ltd,South,EVS000928,SwiftVolt 100,97544,3,Nos,292632
2023-03-18,GreenRide Motors,West,EVS000927,ChargeGo Pro,129141,1,Nos,129141
2023-03-18,RideElectric LLP,South,EVS000926,E-Velo X1,106705,2,Nos,213410
2023-03-18,RideElectric LLP,"North ",EVS000925,SwiftVolt 100,86425,1,Nos,86425
2023-03-18,UrbanEV Wheels,South,EVS000924,E-Velo X1,114719,3,Nos,344157
2023-03-18,RideElectric LLP,West,EVS000923,SwiftVolt 100,96350,1,Nos,96350
2023-03-18,NextGen Auto,West,EVS000932,SwiftVolt 100,116844,2,Nos,233688
2023-03-19,VoltWay Dealers,"North ",EVS000935,ChargeGo Pro,118988,3,Nos,356964
2023-03-19,UrbanEV Wheels,South,EVS000934,Thunder EV 2.0,107133,3,Nos,321399
2023-03-19,VoltWay Dealers,East,EVS000940,Thunder EV 2.0,88362,2,Nos,176724
2023-03-19,EcoMotion Pvt Ltd,East,EVS000939,SwiftVolt 100,98082,3,Nos,294246
2023-03-19,NextGen Auto,South,EVS000938,Thunder EV 2.0,91256,2,Nos,182512
2023-03-19,GreenRide Motors,South,EVS000937,ChargeGo Pro,103273,2,Nos,206546
2023-03-19,EcoMotion Pvt Ltd,South,EVS000936,EcoZoom Lite,123380,2,Nos,246760
2023-03-20,VoltWay Dealers,"North ",EVS000943,ChargeGo Pro,105602,1,Nos,105602
2023-03-20,NextGen Auto,South,EVS000942,SwiftVolt 100,89731,2,Nos,179462
2023-03-20,RideElectric LLP,West,EVS000941,EcoZoom Lite,93901,2,Nos,187802
2023-03-20,GreenRide Motors,South,EVS000947,EcoZoom Lite,95728,2,Nos,191456
2023-03-20,RideElectric LLP,West,EVS000946,Thunder EV 2.0,123119,3,Nos,369357
2023-03-20,UrbanEV Wheels,"North ",EVS000948,E-Velo X1,121779,2,Nos,243558
2023-03-20,EcoMotion Pvt Ltd,South,EVS000945,Thunder EV 2.0,114115,2,Nos,228230
2023-03-20,NextGen Auto,West,EVS000944,Thunder EV 2.0,113472,1,Nos,113472
2023-03-21,EcoMotion Pvt Ltd,East,EVS000950,SwiftVolt 100,94561,2,Nos,189122
2023-03-21,GreenRide Motors,"North ",EVS000960,SwiftVolt 100,91962,1,Nos,91962
2023-03-21,GreenRide Motors,"North ",EVS000949,E-Velo X1,118178,3,Nos,354534
2023-03-21,UrbanEV Wheels,West,EVS000951,E-Velo X1,125729,1,Nos,125729
2023-03-21,GreenRide Motors,"North ",EVS000959,ChargeGo Pro,120842,1,Nos,120842
2023-03-21,NextGen Auto,East,EVS000958,SwiftVolt 100,98869,1,Nos,98869
2023-03-21,VoltWay Dealers,South,EVS000957,SwiftVolt 100,121426,1,Nos,121426
2023-03-21,GreenRide Motors,South,EVS000956,ChargeGo Pro,100425,3,Nos,301275
2023-03-21,GreenRide Motors,"North ",EVS000955,Thunder EV 2.0,117859,1,Nos,117859
2023-03-21,VoltWay Dealers,"North ",EVS000954,Thunder EV 2.0,115752,2,Nos,231504
2023-03-21,GreenRide Motors,South,EVS000953,ChargeGo Pro,92913,2,Nos,185826
2023-03-21,EcoMotion Pvt Ltd,West,EVS000952,EcoZoom Lite,106212,1,Nos,106212
2023-03-22,GreenRide Motors,West,EVS000964,ChargeGo Pro,126491,2,Nos,252982
2023-03-22,NextGen Auto,"North ",EVS000963,E-Velo X1,124761,1,Nos,124761
2023-03-22,NextGen Auto,West,EVS000965,E-Velo X1,120498,1,Nos,120498
2023-03-22,VoltWay Dealers,"North ",EVS000962,EcoZoom Lite,87962,3,Nos,263886
2023-03-22,NextGen Auto,"North ",EVS000969,EcoZoom Lite,118626,2,Nos,237252
2023-03-22,UrbanEV Wheels,East,EVS000968,SwiftVolt 100,111400,1,Nos,111400
2023-03-22,EcoMotion Pvt Ltd,West,EVS000966,Thunder EV 2.0,125308,3,Nos,375924
2023-03-22,VoltWay Dealers,West,EVS000961,ChargeGo Pro,126770,3,Nos,380310
2023-03-22,EcoMotion Pvt Ltd,"North ",EVS000967,Thunder EV 2.0,118839,3,Nos,356517
2023-03-23,GreenRide Motors,East,EVS000972,EcoZoom Lite,104236,3,Nos,312708
2023-03-23,NextGen Auto,West,EVS000971,E-Velo X1,97288,1,Nos,97288
2023-03-23,EcoMotion Pvt Ltd,South,EVS000970,E-Velo X1,108001,2,Nos,216002
2023-03-23,UrbanEV Wheels,South,EVS000976,Thunder EV 2.0,128653,1,Nos,128653
2023-03-23,NextGen Auto,"North ",EVS000980,SwiftVolt 100,91897,3,Nos,275691
2023-03-23,GreenRide Motors,East,EVS000974,EcoZoom Lite,86120,2,Nos,172240
2023-03-23,UrbanEV Wheels,West,EVS000979,SwiftVolt 100,105910,2,Nos,211820
2023-03-23,EcoMotion Pvt Ltd,"North ",EVS000978,EcoZoom Lite,115162,2,Nos,230324
2023-03-23,GreenRide Motors,South,EVS000973,ChargeGo Pro,97833,3,Nos,293499
2023-03-23,GreenRide Motors,"North ",EVS000975,Thunder EV 2.0,111083,1,Nos,111083
2023-03-23,EcoMotion Pvt Ltd,East,EVS000977,Thunder EV 2.0,85032,3,Nos,255096
2023-03-24,NextGen Auto,South,EVS000981,SwiftVolt 100,90185,3,Nos,270555
2023-03-24,NextGen Auto,"North ",EVS000984,E-Velo X1,106496,2,Nos,212992
2023-03-24,RideElectric LLP,South,EVS000993,E-Velo X1,91860,2,Nos,183720
2023-03-24,VoltWay Dealers,West,EVS000983,EcoZoom Lite,100815,1,Nos,100815
2023-03-24,GreenRide Motors,"North ",EVS000994,ChargeGo Pro,89703,2,Nos,179406
2023-03-24,UrbanEV Wheels,West,EVS000982,SwiftVolt 100,102477,2,Nos,204954
2023-03-24,NextGen Auto,East,EVS000992,E-Velo X1,95165,1,Nos,95165
2023-03-24,NextGen Auto,East,EVS000991,SwiftVolt 100,126848,3,Nos,380544
2023-03-24,NextGen Auto,"North ",EVS000990,ChargeGo Pro,102646,1,Nos,102646
2023-03-24,RideElectric LLP,West,EVS000989,ChargeGo Pro,116550,3,Nos,349650
2023-03-24,EcoMotion Pvt Ltd,South,EVS000988,ChargeGo Pro,128002,2,Nos,256004
2023-03-24,UrbanEV Wheels,"North ",EVS000987,EcoZoom Lite,123930,3,Nos,371790
2023-03-24,RideElectric LLP,East,EVS000986,ChargeGo Pro,88408,1,Nos,88408
2023-03-24,EcoMotion Pvt Ltd,"North ",EVS000985,SwiftVolt 100,128518,2,Nos,257036
2023-03-25,EcoMotion Pvt Ltd,South,EVS001000,E-Velo X1,88499,2,Nos,176998
2023-03-25,EcoMotion Pvt Ltd,East,EVS000999,ChargeGo Pro,103746,3,Nos,311238
2023-03-25,UrbanEV Wheels,East,EVS000998,Thunder EV 2.0,111829,2,Nos,223658
2023-03-25,RideElectric LLP,"North ",EVS000997,EcoZoom Lite,93184,3,Nos,279552
2023-03-25,EcoMotion Pvt Ltd,"North ",EVS000996,Thunder EV 2.0,122949,3,Nos,368847
2023-03-25,NextGen Auto,"North ",EVS000995,Thunder EV 2.0,114190,3,Nos,342570
2023-03-25,EcoMotion Pvt Ltd,West,EVS001006,EcoZoom Lite,90086,3,Nos,270258
2023-03-25,NextGen Auto,East,EVS001005,EcoZoom Lite,105725,2,Nos,211450
2023-03-25,NextGen Auto,"North ",EVS001004,E-Velo X1,109683,2,Nos,219366
2023-03-25,NextGen Auto,East,EVS001003,EcoZoom Lite,120057,3,Nos,360171
2023-03-25,NextGen Auto,South,EVS001002,Thunder EV 2.0,95905,2,Nos,191810
2023-03-25,RideElectric LLP,South,EVS001001,EcoZoom Lite,85970,3,Nos,257910
2023-03-25,EcoMotion Pvt Ltd,South,EVS001000,E-Velo X1,88499,2,Nos,176998
2023-03-26,UrbanEV Wheels,South,EVS001010,SwiftVolt 100,97995,3,Nos,293985
2023-03-26,VoltWay Dealers,"North ",EVS001012,ChargeGo Pro,128212,1,Nos,128212
2023-03-26,RideElectric LLP,South,EVS001009,ChargeGo Pro,89876,3,Nos,269628
2023-03-26,NextGen Auto,West,EVS001017,Thunder EV 2.0,115308,1,Nos,115308
2023-03-26,GreenRide Motors,South,EVS001016,EcoZoom Lite,122053,1,Nos,122053
2023-03-26,VoltWay Dealers,"North ",EVS001013,ChargeGo Pro,116040,2,Nos,232080
2023-03-26,RideElectric LLP,"North ",EVS001008,SwiftVolt 100,95197,2,Nos,190394
2023-03-26,UrbanEV Wheels,East,EVS001015,Thunder EV 2.0,123860,1,Nos,123860
2023-03-26,EcoMotion Pvt Ltd,West,EVS001014,E-Velo X1,121306,1,Nos,121306
2023-03-26,EcoMotion Pvt Ltd,East,EVS001011,Thunder EV 2.0,121883,1,Nos,121883
2023-03-27,NextGen Auto,"North ",EVS001023,SwiftVolt 100,105906,1,Nos,105906
2023-03-27,NextGen Auto,West,EVS001022,ChargeGo Pro,121414,2,Nos,242828
2023-03-27,VoltWay Dealers,West,EVS001021,EcoZoom Lite,118337,1,Nos,118337
2023-03-27,EcoMotion Pvt Ltd,West,EVS001020,SwiftVolt 100,93445,1,Nos,93445
2023-03-27,NextGen Auto,"North ",EVS001019,EcoZoom Lite,85277,1,Nos,85277
2023-03-27,GreenRide Motors,"North ",EVS001018,E-Velo X1,107813,1,Nos,107813
2023-03-27,VoltWay Dealers,East,EVS001024,EcoZoom Lite,90198,3,Nos,270594
2023-03-27,UrbanEV Wheels,South,EVS001027,EcoZoom Lite,106853,1,Nos,106853
2023-03-27,GreenRide Motors,West,EVS001026,ChargeGo Pro,124381,3,Nos,373143
2023-03-27,VoltWay Dealers,West,EVS001025,ChargeGo Pro,86176,1,Nos,86176
2023-03-27,VoltWay Dealers,West,EVS001029,Thunder EV 2.0,119164,1,Nos,119164
2023-03-27,UrbanEV Wheels,"North ",EVS001028,ChargeGo Pro,104716,3,Nos,314148
2023-03-28,UrbanEV Wheels,West,EVS001033,EcoZoom Lite,119818,3,Nos,359454
2023-03-28,RideElectric LLP,West,EVS001032,SwiftVolt 100,86891,1,Nos,86891
2023-03-28,VoltWay Dealers,South,EVS001034,E-Velo X1,100532,2,Nos,201064
2023-03-28,VoltWay Dealers,"North ",EVS001031,E-Velo X1,119724,1,Nos,119724
2023-03-28,GreenRide Motors,West,EVS001040,Thunder EV 2.0,89955,1,Nos,89955
2023-03-28,EcoMotion Pvt Ltd,West,EVS001035,Thunder EV 2.0,100540,3,Nos,301620
2023-03-28,UrbanEV Wheels,"North ",EVS001030,EcoZoom Lite,121928,2,Nos,243856
2023-03-28,RideElectric LLP,East,EVS001039,EcoZoom Lite,100183,2,Nos,200366
2023-03-28,EcoMotion Pvt Ltd,South,EVS001038,SwiftVolt 100,91383,1,Nos,91383
2023-03-28,EcoMotion Pvt Ltd,South,EVS001037,E-Velo X1,107119,1,Nos,107119
2023-03-28,EcoMotion Pvt Ltd,West,EVS001036,E-Velo X1,92451,1,Nos,92451
2023-03-29,NextGen Auto,South,EVS001041,EcoZoom Lite,121907,1,Nos,121907
2023-03-29,UrbanEV Wheels,East,EVS001042,EcoZoom Lite,129815,3,Nos,389445
2023-03-29,GreenRide Motors,"North ",EVS001047,Thunder EV 2.0,91275,1,Nos,91275
2023-03-29,NextGen Auto,East,EVS001052,E-Velo X1,120405,1,Nos,120405
2023-03-29,EcoMotion Pvt Ltd,South,EVS001046,ChargeGo Pro,90341,2,Nos,180682
2023-03-29,GreenRide Motors,East,EVS001051,E-Velo X1,118188,1,Nos,118188
2023-03-29,GreenRide Motors,"North ",EVS001050,ChargeGo Pro,88277,3,Nos,264831
2023-03-29,RideElectric LLP,South,EVS001049,SwiftVolt 100,88531,2,Nos,177062
2023-03-29,VoltWay Dealers,"North ",EVS001045,SwiftVolt 100,94167,2,Nos,188334
2023-03-29,RideElectric LLP,West,EVS001044,E-Velo X1,86905,3,Nos,260715
2023-03-29,UrbanEV Wheels,"North ",EVS001043,SwiftVolt 100,90084,3,Nos,270252
2023-03-29,VoltWay Dealers,South,EVS001048,E-Velo X1,127160,2,Nos,254320
2023-03-30,RideElectric LLP,"North ",EVS001056,EcoZoom Lite,118678,1,Nos,118678
2023-03-30,RideElectric LLP,South,EVS001055,E-Velo X1,92402,3,Nos,277206
2023-03-30,GreenRide Motors,East,EVS001057,EcoZoom Lite,93098,2,Nos,186196
2023-03-30,EcoMotion Pvt Ltd,East,EVS001054,E-Velo X1,116104,1,Nos,116104
2023-03-30,EcoMotion Pvt Ltd,South,EVS001059,SwiftVolt 100,125926,1,Nos,125926
2023-03-30,GreenRide Motors,"North ",EVS001058,E-Velo X1,116296,2,Nos,232592
2023-03-30,EcoMotion Pvt Ltd,East,EVS001053,SwiftVolt 100,126677,1,Nos,126677
2023-03-30,EcoMotion Pvt Ltd,West,EVS001063,E-Velo X1,107780,1,Nos,107780
2023-03-30,NextGen Auto,"North ",EVS001062,ChargeGo Pro,98258,2,Nos,196516
2023-03-30,VoltWay Dealers,South,EVS001061,SwiftVolt 100,129744,2,Nos,259488
2023-03-30,RideElectric LLP,"North ",EVS001060,Thunder EV 2.0,117893,2,Nos,235786
2023-03-30,RideElectric LLP,"North ",EVS001064,E-Velo X1,95889,2,Nos,191778
2023-03-31,NextGen Auto,East,EVS001066,E-Velo X1,96727,2,Nos,193454
2023-03-31,GreenRide Motors,South,EVS001065,E-Velo X1,108948,1,Nos,108948
2023-03-31,RideElectric LLP,East,EVS001067,EcoZoom Lite,119682,2,Nos,239364
2023-03-31,UrbanEV Wheels,South,EVS001069,EcoZoom Lite,94828,2,Nos,189656
2023-03-31,EcoMotion Pvt Ltd,West,EVS001068,ChargeGo Pro,89874,3,Nos,269622
2023-03-31,UrbanEV Wheels,"North ",EVS001070,SwiftVolt 100,106167,1,Nos,106167
2023-04-01,VoltWay Dealers,East,EVS001074,E-Velo X1,123580,2,Nos,247160
2023-04-01,GreenRide Motors,"North ",EVS001073,Thunder EV 2.0,106546,2,Nos,213092
2023-04-01,RideElectric LLP,East,EVS001075,EcoZoom Lite,106446,2,Nos,212892
2023-04-01,VoltWay Dealers,South,EVS001072,ChargeGo Pro,107556,2,Nos,215112
2023-04-01,NextGen Auto,South,EVS001080,ChargeGo Pro,101006,3,Nos,303018
2023-04-01,RideElectric LLP,West,EVS001077,ChargeGo Pro,86448,1,Nos,86448
2023-04-01,RideElectric LLP,West,EVS001076,EcoZoom Lite,106672,2,Nos,213344
2023-04-01,NextGen Auto,"North ",EVS001071,ChargeGo Pro,90322,2,Nos,180644
2023-04-01,GreenRide Motors,West,EVS001079,EcoZoom Lite,95652,2,Nos,191304
2023-04-01,EcoMotion Pvt Ltd,West,EVS001078,SwiftVolt 100,122831,2,Nos,245662
2023-04-02,GreenRide Motors,"North ",EVS001084,EcoZoom Lite,105252,2,Nos,210504
2023-04-02,GreenRide Motors,"North ",EVS001083,EcoZoom Lite,109669,2,Nos,219338
2023-04-02,RideElectric LLP,South,EVS001088,Thunder EV 2.0,122997,1,Nos,122997
2023-04-02,VoltWay Dealers,East,EVS001082,Thunder EV 2.0,129701,1,Nos,129701
2023-04-02,UrbanEV Wheels,West,EVS001081,ChargeGo Pro,103875,2,Nos,207750
2023-04-02,NextGen Auto,East,EVS001087,SwiftVolt 100,122798,2,Nos,245596
2023-04-02,RideElectric LLP,"North ",EVS001086,Thunder EV 2.0,115861,3,Nos,347583
2023-04-02,RideElectric LLP,West,EVS001085,SwiftVolt 100,89359,2,Nos,178718
2023-04-03,GreenRide Motors,East,EVS001091,EcoZoom Lite,125245,3,Nos,375735
2023-04-03,VoltWay Dealers,"North ",EVS001090,SwiftVolt 100,125292,1,Nos,125292
2023-04-03,GreenRide Motors,South,EVS001092,SwiftVolt 100,95420,2,Nos,190840
2023-04-03,GreenRide Motors,East,EVS001089,EcoZoom Lite,94144,1,Nos,94144
2023-04-03,VoltWay Dealers,East,EVS001095,EcoZoom Lite,120200,3,Nos,360600
2023-04-03,UrbanEV Wheels,South,EVS001094,Thunder EV 2.0,100758,2,Nos,201516
2023-04-03,EcoMotion Pvt Ltd,West,EVS001093,ChargeGo Pro,99054,3,Nos,297162
2023-04-04,UrbanEV Wheels,East,EVS001098,EcoZoom Lite,115573,1,Nos,115573
2023-04-04,VoltWay Dealers,South,EVS001097,ChargeGo Pro,98737,3,Nos,296211
2023-04-04,UrbanEV Wheels,South,EVS001099,SwiftVolt 100,101781,3,Nos,305343
2023-04-04,NextGen Auto,"North ",EVS001096,EcoZoom Lite,94096,3,Nos,282288
2023-04-04,VoltWay Dealers,East,EVS001101,SwiftVolt 100,108369,2,Nos,216738
2023-04-04,RideElectric LLP,East,EVS001100,ChargeGo Pro,104812,3,Nos,314436
2023-04-04,GreenRide Motors,East,EVS001103,EcoZoom Lite,120320,3,Nos,360960
2023-04-04,EcoMotion Pvt Ltd,East,EVS001102,SwiftVolt 100,107631,2,Nos,215262
2023-04-05,UrbanEV Wheels,"North ",EVS001105,E-Velo X1,125405,2,Nos,250810
2023-04-05,VoltWay Dealers,"North ",EVS001104,EcoZoom Lite,97984,1,Nos,97984
2023-04-05,NextGen Auto,East,EVS001106,E-Velo X1,96516,1,Nos,96516
2023-04-05,GreenRide Motors,"North ",EVS001107,E-Velo X1,92747,1,Nos,92747
2023-04-05,UrbanEV Wheels,"North ",EVS001116,E-Velo X1,92817,1,Nos,92817
2023-04-05,RideElectric LLP,"North ",EVS001117,ChargeGo Pro,103817,3,Nos,311451
2023-04-05,RideElectric LLP,"North ",EVS001112,E-Velo X1,129603,3,Nos,388809
2023-04-05,EcoMotion Pvt Ltd,South,EVS001115,ChargeGo Pro,115984,2,Nos,231968
2023-04-05,VoltWay Dealers,"North ",EVS001114,E-Velo X1,94131,2,Nos,188262
2023-04-05,NextGen Auto,East,EVS001113,SwiftVolt 100,129366,1,Nos,129366
2023-04-05,UrbanEV Wheels,"North ",EVS001110,EcoZoom Lite,124394,1,Nos,124394
2023-04-05,EcoMotion Pvt Ltd,"North ",EVS001111,E-Velo X1,103199,2,Nos,206398
2023-04-05,NextGen Auto,South,EVS001109,Thunder EV 2.0,101132,3,Nos,303396
2023-04-05,NextGen Auto,West,EVS001108,E-Velo X1,127671,3,Nos,383013
2023-04-05,RideElectric LLP,"North ",EVS001118,SwiftVolt 100,89430,3,Nos,268290
2023-04-06,NextGen Auto,South,EVS001119,EcoZoom Lite,129107,3,Nos,387321
2023-04-06,RideElectric LLP,"North ",EVS001123,Thunder EV 2.0,100398,1,Nos,100398
2023-04-06,RideElectric LLP,East,EVS001125,SwiftVolt 100,123417,1,Nos,123417
2023-04-06,EcoMotion Pvt Ltd,"North ",EVS001122,ChargeGo Pro,86587,3,Nos,259761
2023-04-06,RideElectric LLP,East,EVS001130,E-Velo X1,100813,3,Nos,302439
2023-04-06,UrbanEV Wheels,"North ",EVS001129,EcoZoom Lite,98234,1,Nos,98234
2023-04-06,GreenRide Motors,South,EVS001128,E-Velo X1,107324,2,Nos,214648
2023-04-06,NextGen Auto,East,EVS001121,E-Velo X1,89651,2,Nos,179302
2023-04-06,NextGen Auto,South,EVS001127,SwiftVolt 100,92722,3,Nos,278166
2023-04-06,UrbanEV Wheels,South,EVS001126,E-Velo X1,85382,1,Nos,85382
2023-04-06,EcoMotion Pvt Ltd,"North ",EVS001120,E-Velo X1,107066,1,Nos,107066
2023-04-06,RideElectric LLP,East,EVS001124,SwiftVolt 100,126588,1,Nos,126588
2023-04-07,NextGen Auto,"North ",EVS001131,ChargeGo Pro,90860,2,Nos,181720
